disease,food_name,combination
acral mutilation syndrome,Chicken & Oats Porridge,"Chicken, Oats"
acral mutilation syndrome,Sardines & Spinach Brown Rice Bowl,"Sardines, Spinach, Brown rice"
Cutaneous asthenia (Ehlers-Danlos syndrome),Salmon & Broccoli Lentils Stew,"Salmon, Broccoli, Lentils"
Cutaneous asthenia (Ehlers-Danlos syndrome),Salmon & Bell pepper Lentils Stew,"Salmon, Bell pepper, Lentils"
Cutaneous asthenia (Ehlers-Danlos syndrome),Sardines & Broccoli Lentils Stew,"Sardines, Broccoli, Lentils"
Cutaneous asthenia (Ehlers-Danlos syndrome),Sardines & Bell pepper Lentils Stew,"Sardines, Bell pepper, Lentils"
Cutaneous asthenia (Ehlers-Danlos syndrome),Mackerel & Kale Lentils Stew,"Mackerel, Kale, Lentils"
Cutaneous asthenia (Ehlers-Danlos syndrome),Mackerel & Sweet potato Lentils Stew,"Mackerel, Sweet potato, Lentils"
Cutaneous asthenia (Ehlers-Danlos syndrome),Oysters & Kale Lentils Stew,"Oysters, Kale, Lentils"
Cutaneous asthenia (Ehlers-Danlos syndrome),Oysters & Sweet potato Lentils Stew,"Oysters, Sweet potato, Lentils"
Cutaneous asthenia (Ehlers-Danlos syndrome),Beef & Lentils Stew,"Beef, Lentils"
Cutaneous asthenia (Ehlers-Danlos syndrome),Beef liver & Lentils Stew,"Beef liver, Lentils"
Cutaneous asthenia (Ehlers-Danlos syndrome),Beef & Blueberries Bowl,"Beef, Blueberries"
Cutaneous asthenia (Ehlers-Danlos syndrome),Chicken breast & Lentils Stew,"Chicken breast, Lentils"
Cutaneous asthenia (Ehlers-Danlos syndrome),Beef liver & Blueberries Bowl,"Beef liver, Blueberries"
Cutaneous asthenia (Ehlers-Danlos syndrome),Turkey & Lentils Stew,"Turkey, Lentils"
Cutaneous asthenia (Ehlers-Danlos syndrome),Chicken breast & Blueberries Bowl,"Chicken breast, Blueberries"
ectodermal defect,Oysters & Carrot Chickpeas Stew,"Oysters, Carrot, Chickpeas"
ectodermal defect,Oysters & Sweet potato Chickpeas Stew,"Oysters, Sweet potato, Chickpeas"
ectodermal defect,Beef & Carrot Chickpeas Stew,"Beef, Carrot, Chickpeas"
ectodermal defect,Beef & Sweet potato Chickpeas Stew,"Beef, Sweet potato, Chickpeas"
ectodermal defect,Beef liver & Pumpkin Chickpeas Stew,"Beef liver, Pumpkin, Chickpeas"
ectodermal defect,Eggs & Pumpkin Chickpeas Stew,"Eggs, Pumpkin, Chickpeas"
ectodermal defect,Beef liver & Chickpeas Stew,"Beef liver, Chickpeas"
ectodermal defect,Eggs & Chickpeas Stew,"Eggs, Chickpeas"
ectodermal defect,Salmon & Chickpeas Stew,"Salmon, Chickpeas"
ectodermal defect,Sardines & Chickpeas Stew,"Sardines, Chickpeas"
ectodermal defect,Mackerel & Chickpeas Stew,"Mackerel, Chickpeas"
ectodermal defect,Oysters & Pumpkin Chickpeas Stew,"Oysters, Pumpkin, Chickpeas"
ectodermal defect,Beef liver & Carrot Chickpeas Stew,"Beef liver, Carrot, Chickpeas"
ectodermal defect,Oysters with Carrot & Sweet potato,"Oysters, Carrot, Sweet potato"
ectodermal defect,Oysters & Carrot with Pumpkin seeds,"Oysters, Carrot, Pumpkin seeds"
epidermal dysplasia,Oysters & Carrot Chickpeas Stew,"Oysters, Carrot, Chickpeas"
epidermal dysplasia,Oysters & Sweet potato Chickpeas Stew,"Oysters, Sweet potato, Chickpeas"
epidermal dysplasia,Beef & Carrot Chickpeas Stew,"Beef, Carrot, Chickpeas"
epidermal dysplasia,Beef & Sweet potato Chickpeas Stew,"Beef, Sweet potato, Chickpeas"
epidermal dysplasia,Beef liver & Pumpkin Chickpeas Stew,"Beef liver, Pumpkin, Chickpeas"
epidermal dysplasia,Beef liver & Spinach Chickpeas Stew,"Beef liver, Spinach, Chickpeas"
epidermal dysplasia,Salmon & Pumpkin Chickpeas Stew,"Salmon, Pumpkin, Chickpeas"
epidermal dysplasia,Salmon & Spinach Chickpeas Stew,"Salmon, Spinach, Chickpeas"
epidermal dysplasia,Sardines & Chickpeas Stew,"Sardines, Chickpeas"
epidermal dysplasia,Mackerel & Chickpeas Stew,"Mackerel, Chickpeas"
epidermal dysplasia,Oysters & Pumpkin Chickpeas Stew,"Oysters, Pumpkin, Chickpeas"
epidermal dysplasia,Beef liver & Carrot Chickpeas Stew,"Beef liver, Carrot, Chickpeas"
epidermal dysplasia,Oysters with Carrot & Sweet potato,"Oysters, Carrot, Sweet potato"
epidermal dysplasia,Oysters & Carrot with Pumpkin seeds,"Oysters, Carrot, Pumpkin seeds"
epidermal dysplasia,Oysters & Spinach Chickpeas Stew,"Oysters, Spinach, Chickpeas"
vitamin A-responsive dermatosis,Beef liver with Carrot & Sweet potato,"Beef liver, Carrot, Sweet potato"
vitamin A-responsive dermatosis,Beef liver & Carrot with Pumpkin seeds,"Beef liver, Carrot, Pumpkin seeds"
vitamin A-responsive dermatosis,Oysters & Sweet potato with Pumpkin seeds,"Oysters, Sweet potato, Pumpkin seeds"
vitamin A-responsive dermatosis,Oysters & Kale with Pumpkin seeds,"Oysters, Kale, Pumpkin seeds"
vitamin A-responsive dermatosis,Beef & Kale with Pumpkin seeds,"Beef, Kale, Pumpkin seeds"
vitamin A-responsive dermatosis,Beef & Pumpkin with Pumpkin seeds,"Beef, Pumpkin, Pumpkin seeds"
vitamin A-responsive dermatosis,Salmon & Pumpkin with Pumpkin seeds,"Salmon, Pumpkin, Pumpkin seeds"
vitamin A-responsive dermatosis,Salmon & Spinach with Pumpkin seeds,"Salmon, Spinach, Pumpkin seeds"
vitamin A-responsive dermatosis,Sardines & Spinach with Pumpkin seeds,"Sardines, Spinach, Pumpkin seeds"
vitamin A-responsive dermatosis,Beef liver with Carrot & Kale,"Beef liver, Carrot, Kale"
vitamin A-responsive dermatosis,Oysters with Carrot & Sweet potato,"Oysters, Carrot, Sweet potato"
vitamin A-responsive dermatosis,Beef liver & Oysters Stew with Carrot,"Beef liver, Oysters, Carrot"
vitamin A-responsive dermatosis,Beef liver & Carrot with Sunflower seeds,"Beef liver, Carrot, Sunflower seeds"
vitamin A-responsive dermatosis,Beef liver & Sweet potato with Pumpkin seeds,"Beef liver, Sweet potato, Pumpkin seeds"
vitamin A-responsive dermatosis,Oysters & Carrot with Pumpkin seeds,"Oysters, Carrot, Pumpkin seeds"
Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Oysters & Spinach Chickpeas Stew,"Oysters, Spinach, Chickpeas"
Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Oysters & Sweet potato Chickpeas Stew,"Oysters, Sweet potato, Chickpeas"
Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Beef & Spinach Chickpeas Stew,"Beef, Spinach, Chickpeas"
Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Beef & Sweet potato Chickpeas Stew,"Beef, Sweet potato, Chickpeas"
Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Salmon & Carrot Chickpeas Stew,"Salmon, Carrot, Chickpeas"
Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Salmon & Pumpkin Chickpeas Stew,"Salmon, Pumpkin, Chickpeas"
Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Sardines & Carrot Chickpeas Stew,"Sardines, Carrot, Chickpeas"
Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Sardines & Pumpkin Chickpeas Stew,"Sardines, Pumpkin, Chickpeas"
Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Mackerel & Chickpeas Stew,"Mackerel, Chickpeas"
Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Beef liver & Chickpeas Stew,"Beef liver, Chickpeas"
Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Chicken breast & Chickpeas Stew,"Chicken breast, Chickpeas"
Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Turkey & Chickpeas Stew,"Turkey, Chickpeas"
Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Eggs & Chickpeas Stew,"Eggs, Chickpeas"
Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Lean beef & Chickpeas Stew,"Lean beef, Chickpeas"
Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis,Oysters & Carrot Chickpeas Stew,"Oysters, Carrot, Chickpeas"
psoriasiform-lichenoid dermatosis,Salmon with Spinach & Sweet potato,"Salmon, Spinach, Sweet potato"
psoriasiform-lichenoid dermatosis,Salmon & Spinach with Pumpkin seeds,"Salmon, Spinach, Pumpkin seeds"
psoriasiform-lichenoid dermatosis,Sardines & Sweet potato with Pumpkin seeds,"Sardines, Sweet potato, Pumpkin seeds"
psoriasiform-lichenoid dermatosis,Sardines with Spinach & Sweet potato,"Sardines, Spinach, Sweet potato"
psoriasiform-lichenoid dermatosis,Salmon & Sardines Stew with Spinach,"Salmon, Sardines, Spinach"
psoriasiform-lichenoid dermatosis,Salmon & Spinach with Sunflower seeds,"Salmon, Spinach, Sunflower seeds"
psoriasiform-lichenoid dermatosis,Salmon & Sweet potato with Pumpkin seeds,"Salmon, Sweet potato, Pumpkin seeds"
psoriasiform-lichenoid dermatosis,Sardines & Spinach with Pumpkin seeds,"Sardines, Spinach, Pumpkin seeds"
psoriasiform-lichenoid dermatosis,Mackerel with Spinach & Sweet potato,"Mackerel, Spinach, Sweet potato"
psoriasiform-lichenoid dermatosis,Salmon & Sardines Stew with Sweet potato,"Salmon, Sardines, Sweet potato"
psoriasiform-lichenoid dermatosis,Salmon & Mackerel Stew with Spinach,"Salmon, Mackerel, Spinach"
psoriasiform-lichenoid dermatosis,Salmon & Sweet potato with Sunflower seeds,"Salmon, Sweet potato, Sunflower seeds"
psoriasiform-lichenoid dermatosis,Sardines & Spinach with Sunflower seeds,"Sardines, Spinach, Sunflower seeds"
psoriasiform-lichenoid dermatosis,Mackerel & Spinach with Pumpkin seeds,"Mackerel, Spinach, Pumpkin seeds"
psoriasiform-lichenoid dermatosis,Herring with Spinach & Sweet potato,"Herring, Spinach, Sweet potato"
lupoid dermatosis,Salmon with Spinach & Sweet potato,"Salmon, Spinach, Sweet potato"
lupoid dermatosis,Salmon & Spinach with Sunflower seeds,"Salmon, Spinach, Sunflower seeds"
lupoid dermatosis,Sardines & Sweet potato with Sunflower seeds,"Sardines, Sweet potato, Sunflower seeds"
lupoid dermatosis,Sardines with Spinach & Sweet potato,"Sardines, Spinach, Sweet potato"
lupoid dermatosis,Salmon & Sardines Stew with Spinach,"Salmon, Sardines, Spinach"
lupoid dermatosis,Salmon & Spinach with Pumpkin seeds,"Salmon, Spinach, Pumpkin seeds"
lupoid dermatosis,Salmon & Sweet potato with Sunflower seeds,"Salmon, Sweet potato, Sunflower seeds"
lupoid dermatosis,Sardines & Spinach with Sunflower seeds,"Sardines, Spinach, Sunflower seeds"
lupoid dermatosis,Mackerel with Spinach & Sweet potato,"Mackerel, Spinach, Sweet potato"
lupoid dermatosis,Salmon & Sardines Stew with Sweet potato,"Salmon, Sardines, Sweet potato"
lupoid dermatosis,Salmon & Mackerel Stew with Spinach,"Salmon, Mackerel, Spinach"
lupoid dermatosis,Salmon & Sweet potato with Pumpkin seeds,"Salmon, Sweet potato, Pumpkin seeds"
lupoid dermatosis,Sardines & Spinach with Pumpkin seeds,"Sardines, Spinach, Pumpkin seeds"
lupoid dermatosis,Mackerel & Spinach with Sunflower seeds,"Mackerel, Spinach, Sunflower seeds"
lupoid dermatosis,Herring with Spinach & Sweet potato,"Herring, Spinach, Sweet potato"
Pemphigus,Salmon & Spinach Chickpeas Stew,"Salmon, Spinach, Chickpeas"
Pemphigus,Salmon & Sweet potato Chickpeas Stew,"Salmon, Sweet potato, Chickpeas"
Pemphigus,Sardines & Spinach Chickpeas Stew,"Sardines, Spinach, Chickpeas"
Pemphigus,Sardines & Sweet potato Chickpeas Stew,"Sardines, Sweet potato, Chickpeas"
Pemphigus,Mackerel & Chickpeas Stew,"Mackerel, Chickpeas"
Pemphigus,Herring & Chickpeas Stew,"Herring, Chickpeas"
Pemphigus,Egg yolk & Chickpeas Stew,"Egg yolk, Chickpeas"
Pemphigus,Beef liver & Chickpeas Stew,"Beef liver, Chickpeas"
Pemphigus,Oysters & Chickpeas Stew,"Oysters, Chickpeas"
Pemphigus,Beef & Chickpeas Stew,"Beef, Chickpeas"
Pemphigus,Tuna & Chickpeas Stew,"Tuna, Chickpeas"
Pemphigus,Chicken & Chickpeas Stew,"Chicken, Chickpeas"
Pemphigus,Eggs & Chickpeas Stew,"Eggs, Chickpeas"
Pemphigus,Mackerel & Spinach Chickpeas Stew,"Mackerel, Spinach, Chickpeas"
Pemphigus,Salmon with Spinach & Sweet potato,"Salmon, Spinach, Sweet potato"
Bullous pemphigoid,Salmon with Spinach & Sweet potato,"Salmon, Spinach, Sweet potato"
Bullous pemphigoid,Salmon & Spinach with Sunflower seeds,"Salmon, Spinach, Sunflower seeds"
Bullous pemphigoid,Sardines & Sweet potato with Sunflower seeds,"Sardines, Sweet potato, Sunflower seeds"
Bullous pemphigoid,Sardines with Spinach & Sweet potato,"Sardines, Spinach, Sweet potato"
Bullous pemphigoid,Salmon & Sardines Stew with Spinach,"Salmon, Sardines, Spinach"
Bullous pemphigoid,Salmon & Spinach with Pumpkin seeds,"Salmon, Spinach, Pumpkin seeds"
Bullous pemphigoid,Salmon & Sweet potato with Sunflower seeds,"Salmon, Sweet potato, Sunflower seeds"
Bullous pemphigoid,Sardines & Spinach with Sunflower seeds,"Sardines, Spinach, Sunflower seeds"
Bullous pemphigoid,Mackerel with Spinach & Sweet potato,"Mackerel, Spinach, Sweet potato"
Bullous pemphigoid,Salmon & Sardines Stew with Sweet potato,"Salmon, Sardines, Sweet potato"
Bullous pemphigoid,Salmon & Mackerel Stew with Spinach,"Salmon, Mackerel, Spinach"
Bullous pemphigoid,Salmon & Spinach with Brazil nuts,"Salmon, Spinach, Brazil nuts"
Bullous pemphigoid,Salmon & Sweet potato with Pumpkin seeds,"Salmon, Sweet potato, Pumpkin seeds"
Bullous pemphigoid,Sardines & Spinach with Pumpkin seeds,"Sardines, Spinach, Pumpkin seeds"
Bullous pemphigoid,Mackerel & Spinach with Sunflower seeds,"Mackerel, Spinach, Sunflower seeds"
"Lupus erythematosus (systemic, cutaneous/discoid)",Salmon & Spinach Bowl with Blueberries,"Salmon, Spinach, Blueberries"
"Lupus erythematosus (systemic, cutaneous/discoid)",Salmon with Spinach & Sweet potato,"Salmon, Spinach, Sweet potato"
"Lupus erythematosus (systemic, cutaneous/discoid)",Sardines & Sweet potato Bowl with Blueberries,"Sardines, Sweet potato, Blueberries"
"Lupus erythematosus (systemic, cutaneous/discoid)",Sardines & Broccoli Bowl with Blueberries,"Sardines, Broccoli, Blueberries"
"Lupus erythematosus (systemic, cutaneous/discoid)",Mackerel & Broccoli Bowl with Blueberries,"Mackerel, Broccoli, Blueberries"
"Lupus erythematosus (systemic, cutaneous/discoid)",Mackerel & Kale Bowl with Blueberries,"Mackerel, Kale, Blueberries"
"Lupus erythematosus (systemic, cutaneous/discoid)",Herring & Kale Bowl with Blueberries,"Herring, Kale, Blueberries"
"Lupus erythematosus (systemic, cutaneous/discoid)",Herring & Turmeric Bowl with Blueberries,"Herring, Turmeric, Blueberries"
"Lupus erythematosus (systemic, cutaneous/discoid)",Egg yolk & Turmeric Bowl with Blueberries,"Egg yolk, Turmeric, Blueberries"
"Lupus erythematosus (systemic, cutaneous/discoid)",Egg yolk & Blueberries Bowl,"Egg yolk, Blueberries"
"Lupus erythematosus (systemic, cutaneous/discoid)",Beef liver & Blueberries Bowl,"Beef liver, Blueberries"
"Lupus erythematosus (systemic, cutaneous/discoid)",Beef liver & Apple Bowl,"Beef liver, Apple"
"Lupus erythematosus (systemic, cutaneous/discoid)",Tuna & Blueberries Bowl,"Tuna, Blueberries"
"Lupus erythematosus (systemic, cutaneous/discoid)",Tuna & Apple Bowl,"Tuna, Apple"
"Lupus erythematosus (systemic, cutaneous/discoid)",Chicken & Blueberries Bowl,"Chicken, Blueberries"
vitiligo,Beef liver & Spinach Lentils Stew,"Beef liver, Spinach, Lentils"
vitiligo,Beef liver & Broccoli Lentils Stew,"Beef liver, Broccoli, Lentils"
vitiligo,Oysters & Spinach Lentils Stew,"Oysters, Spinach, Lentils"
vitiligo,Oysters & Broccoli Lentils Stew,"Oysters, Broccoli, Lentils"
vitiligo,Sardines & Asparagus Lentils Stew,"Sardines, Asparagus, Lentils"
vitiligo,Eggs & Asparagus Lentils Stew,"Eggs, Asparagus, Lentils"
vitiligo,Sardines & Lentils Stew,"Sardines, Lentils"
vitiligo,Eggs & Lentils Stew,"Eggs, Lentils"
vitiligo,Mackerel & Lentils Stew,"Mackerel, Lentils"
vitiligo,Salmon & Lentils Stew,"Salmon, Lentils"
vitiligo,Beef & Lentils Stew,"Beef, Lentils"
vitiligo,Beef liver & Asparagus Lentils Stew,"Beef liver, Asparagus, Lentils"
vitiligo,Sardines & Spinach Lentils Stew,"Sardines, Spinach, Lentils"
vitiligo,Beef liver with Spinach & Broccoli,"Beef liver, Spinach, Broccoli"
vitiligo,Beef liver & Spinach with Sunflower seeds,"Beef liver, Spinach, Sunflower seeds"
dermoid sinus,Beef liver with Carrot & Sweet potato,"Beef liver, Carrot, Sweet potato"
dermoid sinus,Beef liver & Carrot with Pumpkin seeds,"Beef liver, Carrot, Pumpkin seeds"
dermoid sinus,Oysters & Sweet potato with Pumpkin seeds,"Oysters, Sweet potato, Pumpkin seeds"
dermoid sinus,Oysters & Pumpkin with Pumpkin seeds,"Oysters, Pumpkin, Pumpkin seeds"
dermoid sinus,Beef & Pumpkin with Pumpkin seeds,"Beef, Pumpkin, Pumpkin seeds"
dermoid sinus,Beef & Spinach with Pumpkin seeds,"Beef, Spinach, Pumpkin seeds"
dermoid sinus,Salmon & Spinach with Pumpkin seeds,"Salmon, Spinach, Pumpkin seeds"
dermoid sinus,Beef liver with Carrot & Pumpkin,"Beef liver, Carrot, Pumpkin"
dermoid sinus,Oysters with Carrot & Sweet potato,"Oysters, Carrot, Sweet potato"
dermoid sinus,Beef liver & Oysters Stew with Carrot,"Beef liver, Oysters, Carrot"
dermoid sinus,Beef liver & Carrot with Sunflower seeds,"Beef liver, Carrot, Sunflower seeds"
dermoid sinus,Beef liver & Sweet potato with Pumpkin seeds,"Beef liver, Sweet potato, Pumpkin seeds"
dermoid sinus,Oysters & Carrot with Pumpkin seeds,"Oysters, Carrot, Pumpkin seeds"
dermoid sinus,Beef liver with Carrot & Spinach,"Beef liver, Carrot, Spinach"
dermoid sinus,Beef liver with Sweet potato & Pumpkin,"Beef liver, Sweet potato, Pumpkin"
cutaneous mucinosis,Salmon with Spinach & Sweet potato,"Salmon, Spinach, Sweet potato"
cutaneous mucinosis,Salmon & Spinach with Pumpkin seeds,"Salmon, Spinach, Pumpkin seeds"
cutaneous mucinosis,Sardines & Sweet potato with Pumpkin seeds,"Sardines, Sweet potato, Pumpkin seeds"
cutaneous mucinosis,Sardines & Seaweed with Pumpkin seeds,"Sardines, Seaweed, Pumpkin seeds"
cutaneous mucinosis,Mackerel & Seaweed with Pumpkin seeds,"Mackerel, Seaweed, Pumpkin seeds"
cutaneous mucinosis,Salmon with Spinach & Seaweed,"Salmon, Spinach, Seaweed"
cutaneous mucinosis,Sardines with Spinach & Sweet potato,"Sardines, Spinach, Sweet potato"
cutaneous mucinosis,Salmon & Sardines Stew with Spinach,"Salmon, Sardines, Spinach"
cutaneous mucinosis,Salmon & Spinach with Sunflower seeds,"Salmon, Spinach, Sunflower seeds"
cutaneous mucinosis,Salmon & Sweet potato with Pumpkin seeds,"Salmon, Sweet potato, Pumpkin seeds"
cutaneous mucinosis,Sardines & Spinach with Pumpkin seeds,"Sardines, Spinach, Pumpkin seeds"
cutaneous mucinosis,Salmon with Sweet potato & Seaweed,"Salmon, Sweet potato, Seaweed"
cutaneous mucinosis,Sardines with Spinach & Seaweed,"Sardines, Spinach, Seaweed"
cutaneous mucinosis,Mackerel with Spinach & Sweet potato,"Mackerel, Spinach, Sweet potato"
cutaneous mucinosis,Salmon & Sardines Stew with Sweet potato,"Salmon, Sardines, Sweet potato"
pattern baldness,Eggs & Sweet potato Oat Porridge,"Eggs, Sweet potato, Oats"
pattern baldness,Eggs & Carrot Oat Porridge,"Eggs, Carrot, Oats"
pattern baldness,Beef liver & Sweet potato Oat Porridge,"Beef liver, Sweet potato, Oats"
pattern baldness,Beef liver & Carrot Oat Porridge,"Beef liver, Carrot, Oats"
pattern baldness,Salmon & Pumpkin Oat Porridge,"Salmon, Pumpkin, Oats"
pattern baldness,Oysters & Pumpkin Oat Porridge,"Oysters, Pumpkin, Oats"
pattern baldness,Salmon & Oats Porridge,"Salmon, Oats"
pattern baldness,Oysters & Oats Porridge,"Oysters, Oats"
pattern baldness,Beef & Oats Porridge,"Beef, Oats"
pattern baldness,Sardines & Oats Porridge,"Sardines, Oats"
pattern baldness,Mackerel & Oats Porridge,"Mackerel, Oats"
pattern baldness,Eggs & Pumpkin Oat Porridge,"Eggs, Pumpkin, Oats"
pattern baldness,Salmon & Sweet potato Oat Porridge,"Salmon, Sweet potato, Oats"
pattern baldness,Eggs with Sweet potato & Carrot,"Eggs, Sweet potato, Carrot"
pattern baldness,Eggs & Sweet potato with Pumpkin seeds,"Eggs, Sweet potato, Pumpkin seeds"
Schnauzer comedo syndrome,Salmon with Carrot & Sweet potato,"Salmon, Carrot, Sweet potato"
Schnauzer comedo syndrome,Salmon & Carrot with Pumpkin seeds,"Salmon, Carrot, Pumpkin seeds"
Schnauzer comedo syndrome,Sardines & Sweet potato with Pumpkin seeds,"Sardines, Sweet potato, Pumpkin seeds"
Schnauzer comedo syndrome,Sardines & Pumpkin with Pumpkin seeds,"Sardines, Pumpkin, Pumpkin seeds"
Schnauzer comedo syndrome,Mackerel & Pumpkin with Pumpkin seeds,"Mackerel, Pumpkin, Pumpkin seeds"
Schnauzer comedo syndrome,Salmon with Carrot & Pumpkin,"Salmon, Carrot, Pumpkin"
Schnauzer comedo syndrome,Sardines with Carrot & Sweet potato,"Sardines, Carrot, Sweet potato"
Schnauzer comedo syndrome,Salmon & Sardines Stew with Carrot,"Salmon, Sardines, Carrot"
Schnauzer comedo syndrome,Salmon & Carrot with Plain yogurt,"Salmon, Carrot, Plain yogurt"
Schnauzer comedo syndrome,Salmon & Sweet potato with Pumpkin seeds,"Salmon, Sweet potato, Pumpkin seeds"
Schnauzer comedo syndrome,Sardines & Carrot with Pumpkin seeds,"Sardines, Carrot, Pumpkin seeds"
Schnauzer comedo syndrome,Salmon with Sweet potato & Pumpkin,"Salmon, Sweet potato, Pumpkin"
Schnauzer comedo syndrome,Sardines with Carrot & Pumpkin,"Sardines, Carrot, Pumpkin"
Schnauzer comedo syndrome,Mackerel with Carrot & Sweet potato,"Mackerel, Carrot, Sweet potato"
Schnauzer comedo syndrome,Salmon & Sardines Stew with Sweet potato,"Salmon, Sardines, Sweet potato"
footpad disorder in the German shepherd,Oysters & Carrot Chickpeas Stew,"Oysters, Carrot, Chickpeas"
footpad disorder in the German shepherd,Oysters & Sweet potato Chickpeas Stew,"Oysters, Sweet potato, Chickpeas"
footpad disorder in the German shepherd,Beef & Carrot Chickpeas Stew,"Beef, Carrot, Chickpeas"
footpad disorder in the German shepherd,Beef & Sweet potato Chickpeas Stew,"Beef, Sweet potato, Chickpeas"
footpad disorder in the German shepherd,Beef liver & Pumpkin Chickpeas Stew,"Beef liver, Pumpkin, Chickpeas"
footpad disorder in the German shepherd,Salmon & Pumpkin Chickpeas Stew,"Salmon, Pumpkin, Chickpeas"
footpad disorder in the German shepherd,Beef liver & Chickpeas Stew,"Beef liver, Chickpeas"
footpad disorder in the German shepherd,Salmon & Chickpeas Stew,"Salmon, Chickpeas"
footpad disorder in the German shepherd,Sardines & Chickpeas Stew,"Sardines, Chickpeas"
footpad disorder in the German shepherd,Mackerel & Chickpeas Stew,"Mackerel, Chickpeas"
footpad disorder in the German shepherd,Eggs & Chickpeas Stew,"Eggs, Chickpeas"
footpad disorder in the German shepherd,Oysters & Pumpkin Chickpeas Stew,"Oysters, Pumpkin, Chickpeas"
footpad disorder in the German shepherd,Beef liver & Carrot Chickpeas Stew,"Beef liver, Carrot, Chickpeas"
footpad disorder in the German shepherd,Oysters with Carrot & Sweet potato,"Oysters, Carrot, Sweet potato"
footpad disorder in the German shepherd,Oysters & Carrot with Pumpkin seeds,"Oysters, Carrot, Pumpkin seeds"
Diabetes mellitus,Turkey & Broccoli Barley Bowl,"Turkey, Broccoli, Barley"
Diabetes mellitus,Turkey & Broccoli Oat Porridge,"Turkey, Broccoli, Oats"
Diabetes mellitus,Lean beef & Spinach Barley Bowl,"Lean beef, Spinach, Barley"
Diabetes mellitus,Lean beef & Spinach Oat Porridge,"Lean beef, Spinach, Oats"
Diabetes mellitus,Salmon & Sweet potato Barley Bowl,"Salmon, Sweet potato, Barley"
Diabetes mellitus,Salmon & Sweet potato Oat Porridge,"Salmon, Sweet potato, Oats"
Diabetes mellitus,Sardines & Pumpkin Barley Bowl,"Sardines, Pumpkin, Barley"
Diabetes mellitus,Sardines & Pumpkin Oat Porridge,"Sardines, Pumpkin, Oats"
Diabetes mellitus,Mackerel & Barley Bowl,"Mackerel, Barley"
Diabetes mellitus,Mackerel & Oats Porridge,"Mackerel, Oats"
Diabetes mellitus,Herring & Barley Bowl,"Herring, Barley"
Diabetes mellitus,Herring & Oats Porridge,"Herring, Oats"
Diabetes mellitus,Oysters & Barley Bowl,"Oysters, Barley"
Diabetes mellitus,Oysters & Oats Porridge,"Oysters, Oats"
Diabetes mellitus,Beef & Barley Bowl,"Beef, Barley"
Hypothyroidism,Fish fillet & Seaweed Brown Rice Bowl,"Fish fillet, Seaweed, Brown rice"
Hypothyroidism,Fish fillet & Seaweed Chickpeas Stew,"Fish fillet, Seaweed, Chickpeas"
Hypothyroidism,Eggs & Carrot Brown Rice Bowl,"Eggs, Carrot, Brown rice"
Hypothyroidism,Eggs & Carrot Chickpeas Stew,"Eggs, Carrot, Chickpeas"
Hypothyroidism,Tuna & Sweet potato Brown Rice Bowl,"Tuna, Sweet potato, Brown rice"
Hypothyroidism,Tuna & Sweet potato Chickpeas Stew,"Tuna, Sweet potato, Chickpeas"
Hypothyroidism,Chicken & Pumpkin Brown Rice Bowl,"Chicken, Pumpkin, Brown rice"
Hypothyroidism,Chicken & Pumpkin Chickpeas Stew,"Chicken, Pumpkin, Chickpeas"
Hypothyroidism,Oysters & Brown rice Bowl,"Oysters, Brown rice"
Hypothyroidism,Oysters & Chickpeas Stew,"Oysters, Chickpeas"
Hypothyroidism,Beef & Brown rice Bowl,"Beef, Brown rice"
Hypothyroidism,Beef & Chickpeas Stew,"Beef, Chickpeas"
Hypothyroidism,Beef liver & Brown rice Bowl,"Beef liver, Brown rice"
Hypothyroidism,Beef liver & Chickpeas Stew,"Beef liver, Chickpeas"
Hypothyroidism,Salmon & Brown rice Bowl,"Salmon, Brown rice"
Hypoadrenocorticism (Addison's disease),Lean meat with Sweet potato & Spinach,"Lean meat, Sweet potato, Spinach"
Hypoadrenocorticism (Addison's disease),Lean meat with Sweet potato & Broccoli,"Lean meat, Sweet potato, Broccoli"
Hypoadrenocorticism (Addison's disease),Eggs with Spinach & Broccoli,"Eggs, Spinach, Broccoli"
Hypoadrenocorticism (Addison's disease),Eggs & Fish fillet Stew with Bell pepper,"Eggs, Fish fillet, Bell pepper"
Hypoadrenocorticism (Addison's disease),Fish fillet with Bell pepper & Kale,"Fish fillet, Bell pepper, Kale"
